Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),NH3_X(22)
2.825665526510592e-20,0.05595639656,0.054,0.0,0.0,0.03969706567990358,0.8799999999999969,0.0,0.0,0.0,0.06599999999999988,0.0,6.382239230255955e-15,1.3403156644136005e-16
5.651944394789474e-20,0.05595639656,0.054,0.0,0.0,0.039697065679897066,0.8799999999999937,0.0,0.0,0.0,0.06599999999999974,0.0,1.2765863795701237e-14,2.6809222590733734e-16
1.1304502131347238e-19,0.05595639656,0.054,0.0,0.0,0.03969706567988403,0.8799999999999873,0.0,0.0,0.0,0.06599999999999948,0.0,2.5533112926583326e-14,5.362135448379703e-16
2.2609617604462765e-19,0.05595639656,0.054,0.0,0.0,0.03969706567985796,0.8799999999999746,0.0,0.0,0.0,0.06599999999999893,0.0,5.106761118831359e-14,1.07245618269395e-15
4.521984855069382e-19,0.05595639656,0.054,0.0,0.0,0.03969706567980582,0.879999999999949,0.0,0.0,0.0,0.06599999999999787,0.0,1.021366077116385e-13,2.1449414583847626e-15
9.044031044315593e-19,0.05595639656,0.054,0.0,0.0,0.039697065679701535,0.879999999999898,0.0,0.0,0.0,0.06599999999999571,0.0,2.0427460075774576e-13,4.2899120096818034e-15
1.8088123422808013e-18,0.05595639656,0.054,0.0,0.0,0.039697065679492965,0.8799999999997958,0.0,0.0,0.0,0.06599999999999143,0.0,4.0855058684779005e-13,8.579853111937546e-15
3.617630817979286e-18,0.05595639656,0.054,0.0,0.0,0.039697065679075834,0.8799999999995916,0.0,0.0,0.0,0.06599999999998285,0.0,8.171025590191977e-13,1.7159735315095674e-14
7.235267769376255e-18,0.05595639656,0.054,0.0,0.0,0.03969706567824157,0.879999999999183,0.0,0.0,0.0,0.0659999999999657,0.0,1.6342065033272895e-12,3.43194997159985e-14
1.447054167217019e-17,0.05595639656,0.054,0.0,0.0,0.039697065676573044,0.8799999999983659,0.0,0.0,0.0,0.06599999999993138,0.0,3.268414391804579e-12,6.863902849615044e-14
2.8941089477758066e-17,0.05595639656,0.054,0.0,0.0,0.03969706567323599,0.8799999999967316,0.0,0.0,0.0,0.06599999999986274,0.0,6.5368301682035834e-12,1.372780859698395e-13
5.788218508893382e-17,0.05595639656,0.054,0.0,0.0,0.03969706566656188,0.8799999999934632,0.0,0.0,0.0,0.06599999999972546,0.0,1.3073661718779291e-11,2.745562005707582e-13
1.157643763112853e-16,0.05595639656,0.054,0.0,0.0,0.03969706565321366,0.8799999999869264,0.0,0.0,0.0,0.0659999999994509,0.0,2.61473248110415e-11,5.491124283867579e-13
2.315287587559883e-16,0.05595639656,0.054,0.0,0.0,0.039697065626517224,0.8799999999738527,0.0,0.0,0.0,0.06599999999890178,0.0,5.22946509600091e-11,1.0982248784754067e-12
4.630575236453943e-16,0.05595639656,0.054,0.0,0.0,0.03969706557312434,0.8799999999477054,0.0,0.0,0.0,0.06599999999780357,0.0,1.04589303115717e-10,2.196449756479303e-12
9.261150534242064e-16,0.05595639656,0.054,0.0,0.0,0.03969706546633859,0.8799999998954108,0.0,0.0,0.0,0.06599999999560711,0.0,2.0917860685822362e-10,4.392899423793492e-12
1.8522301129818304e-15,0.05595639656,0.054,0.0,0.0,0.03969706525276708,0.8799999997908214,0.0,0.0,0.0,0.06599999999121421,0.0,4.183572120676002e-10,8.785798403647488e-12
2.7783451725394544e-15,0.05595639656,0.054,0.0,0.0,0.03969706503919559,0.8799999996862321,0.0,0.0,0.0,0.06599999998682131,0.0,6.275358150013404e-10,1.3178697028727127e-11
3.704460232097079e-15,0.05595639656,0.054,0.0,0.0,0.03969706482562409,0.8799999995816428,0.0,0.0,0.0,0.0659999999824284,0.0,8.36714415659444e-10,1.7571595299032435e-11
5.556690351212327e-15,0.05595639656,0.054,0.0,0.0,0.0396970643984811,0.8799999993724642,0.0,0.0,0.0,0.06599999997364261,0.0,1.2550716116348718e-09,2.6357391007009502e-11
7.408920470327575e-15,0.05595639656,0.054,0.0,0.0,0.039697063971338105,0.8799999991632856,0.0,0.0,0.0,0.06599999996485682,0.0,1.6734287992419724e-09,3.5143185410355046e-11
9.261150589442824e-15,0.05595639656,0.054,0.0,0.0,0.03969706354419514,0.8799999989541071,0.0,0.0,0.0,0.06599999995607103,0.0,2.091785977883009e-09,4.392897841588128e-11
1.296561082767332e-14,0.05595639656,0.054,0.0,0.0,0.039697062689909225,0.87999999853575,0.0,0.0,0.0,0.06599999993849945,0.0,2.9285003077036956e-09,6.150056014567419e-11
1.6670071065903816e-14,0.05595639656,0.054,0.0,0.0,0.039697061835623354,0.8799999981173928,0.0,0.0,0.0,0.06599999992092787,0.0,3.765214601108448e-09,7.907213619818473e-11
2.4078991542364808e-14,0.05595639656,0.054,0.0,0.0,0.03969706012705174,0.8799999972806786,0.0,0.0,0.0,0.06599999988578474,0.0,5.438643078685513e-09,1.1421527127376104e-10
3.889683249528679e-14,0.05595639656,0.054,0.0,0.0,0.03969705670990902,0.8799999956072503,0.0,0.0,0.0,0.06599999981549853,0.0,8.785499596913385e-09,1.8450147330772372e-10
6.853251440113076e-14,0.05595639656,0.054,0.0,0.0,0.0396970498756256,0.8799999922603946,0.0,0.0,0.0,0.06599999967492641,0.0,1.5479210885679196e-08,3.2507360490959885e-10
1.278038782128187e-13,0.05595639656,0.054,0.0,0.0,0.03969703620706685,0.8799999855666868,0.0,0.0,0.0,0.06599999939378323,0.0,2.886662647246291e-08,6.062167782538171e-10
2.463466058361946e-13,0.05595639656,0.054,0.0,0.0,0.03969700886998165,0.8799999721792852,0.0,0.0,0.0,0.06599999883150123,0.0,5.56414296830973e-08,1.1684987655359235e-09
4.834320610829464e-13,0.05595639656,0.054,0.0,0.0,0.03969695419594055,0.8799999454045379,0.0,0.0,0.0,0.06599999770695471,0.0,1.0919092425299832e-07,2.293045302712831e-09
7.205175163296981e-13,0.05595639656,0.054,0.0,0.0,0.03969689952207182,0.8799999186298652,0.0,0.0,0.0,0.0659999965824314,0.0,1.6274026968820986e-07,3.4175685903494585e-09
1e-12,0.05595639656,0.054,0.0,0.0,0.03969683507131873,0.8799998870672824,0.0,0.0,0.0,0.06599999525684404,0.0,2.2586543541640035e-07,4.743155950624601e-09
1.1946884268232017e-12,0.05595639656,0.054,0.0,0.0,0.03969679017485152,0.8799998650807435,0.0,0.0,0.0,0.06599999433345458,0.0,2.698385131580767e-07,5.666545419334597e-09
1.6119749252827008e-12,0.05595639656,0.054,0.0,0.0,0.03969669394615592,0.8799998179559452,0.0,0.0,0.0,0.06599999235435554,0.0,3.6408810972045975e-07,7.645644449308232e-09
2.0292614237421998e-12,0.05595639656,0.054,0.0,0.0,0.03969659771799433,0.8799997708313779,0.0,0.0,0.0,0.06599999037532855,0.0,4.5833724429776233e-07,9.624671462715515e-09
2.446547922201699e-12,0.05595639656,0.054,0.0,0.0,0.039696501490366735,0.8799997237070417,0.0,0.0,0.0,0.06599998839637354,0.0,5.525859168934859e-07,1.160362646188581e-08
2.863834420661198e-12,0.05595639656,0.054,0.0,0.0,0.03969640526327313,0.8799996765829363,0.0,0.0,0.0,0.06599998641749055,0.0,6.468341275113242e-07,1.3582509449276448e-08
3.698407417580196e-12,0.05595639656,0.054,0.0,0.0,0.03969621281068786,0.8799995823354188,0.0,0.0,0.0,0.0659999824599406,0.0,8.353291628265064e-07,1.754005939747456e-08
4.532980414499194e-12,0.05595639656,0.054,0.0,0.0,0.03969602036023849,0.8799994880888249,0.0,0.0,0.0,0.06599997850267866,0.0,1.023822350272827e-06,2.1497321326946727e-08
5.367553411418192e-12,0.05595639656,0.054,0.0,0.0,0.039695827911924955,0.8799993938431551,0.0,0.0,0.0,0.06599997454570473,0.0,1.212313689881448e-06,2.545429525842286e-08
6.2021264083371904e-12,0.05595639656,0.054,0.0,0.0,0.03969563546574719,0.8799992995984092,0.0,0.0,0.0,0.06599997058901878,0.0,1.400803181682924e-06,2.941098121222764e-08
7.0366994052561885e-12,0.05595639656,0.054,0.0,0.0,0.03969544302170517,0.8799992053545872,0.0,0.0,0.0,0.0659999666326208,0.0,1.589290825706951e-06,3.3367379208113516e-08
8.705845399094185e-12,0.05595639656,0.054,0.0,0.0,0.03969505814002813,0.8799990168697147,0.0,0.0,0.0,0.06599995872068859,0.0,1.9662605705414608e-06,4.12793114051482e-08
1e-11,0.05595639656,0.054,0.0,0.0,0.03969475973199094,0.8799988707325163,0.0,0.0,0.0,0.06599995258704866,0.0,2.2585349678055224e-06,4.741295133058032e-08
1.0159605430962073e-11,0.05595639656,0.054,0.0,0.0,0.03969472293029584,0.8799988527098693,0.0,0.0,0.0,0.06599995183064739,0.0,2.2945802616376836e-06,4.816935260452818e-08
1.1613365462829962e-11,0.05595639656,0.054,0.0,0.0,0.03969438772704327,0.8799986885528269,0.0,0.0,0.0,0.06599994494147965,0.0,2.622894346471053e-06,5.505852033998241e-08
1.3067125494697851e-11,0.05595639656,0.054,0.0,0.0,0.03969405253027016,0.8799985243985875,0.0,0.0,0.0,0.06599993805318527,0.0,2.9512028251987946e-06,6.194681471606513e-08
1.452088552656574e-11,0.05595639656,0.054,0.0,0.0,0.039693717339976266,0.8799983602471513,0.0,0.0,0.0,0.06599993116576414,0.0,3.2795056979783607e-06,6.883423583747341e-08
1.742840559030152e-11,0.05595639656,0.054,0.0,0.0,0.03969304697882504,0.879998031952687,0.0,0.0,0.0,0.06599991739354126,0.0,3.9360946263214745e-06,8.260645873415424e-08
2.0335925654037297e-11,0.05595639656,0.054,0.0,0.0,0.039692376643587456,0.8799977036694338,0.0,0.0,0.0,0.06599990362481013,0.0,4.592661132757917e-06,9.637518986605729e-08
2.3243445717773075e-11,0.05595639656,0.054,0.0,0.0,0.039691706334261466,0.8799973753973908,0.0,0.0,0.0,0.06599988985956994,0.0,5.249205218544294e-06,1.1014043006848145e-07
2.6150965781508852e-11,0.05595639656,0.054,0.0,0.0,0.039691036050844966,0.8799970471365577,0.0,0.0,0.0,0.06599987609781983,0.0,5.90572688493692e-06,1.2390218017641297e-07
2.905848584524463e-11,0.05595639656,0.054,0.0,0.0,0.03969036579333587,0.8799967188869335,0.0,0.0,0.0,0.06599986233955897,0.0,6.562226133192143e-06,1.376604410247376e-07
3.487352597271619e-11,0.05595639656,0.054,0.0,0.0,0.03968902535603148,0.8799960624213099,0.0,0.0,0.0,0.0659998348335017,0.0,7.875157380315602e-06,1.6516649828138706e-07
4.0688566100187744e-11,0.05595639656,0.054,0.0,0.0,0.03968768502233159,0.8799954060005152,0.0,0.0,0.0,0.06599980734139149,0.0,9.187998969964213e-06,1.9265860851425484e-07
4.65036062276593e-11,0.05595639656,0.054,0.0,0.0,0.0396863447922195,0.879994749624544,0.0,0.0,0.0,0.06599977986322161,0.0,1.0500750912185613e-05,2.2013677839595722e-07
5.2318646355130855e-11,0.05595639656,0.054,0.0,0.0,0.039685004665678446,0.8799940932933916,0.0,0.0,0.0,0.06599975239898541,0.0,1.1813413217025396e-05,2.476010145958066e-07
6.394872661007397e-11,0.05595639656,0.054,0.0,0.0,0.039682324723242735,0.8799927807655228,0.0,0.0,0.0,0.0659996975122874,0.0,1.4438468954733303e-05,3.0248771261137326e-07
7.557880686501708e-11,0.05595639656,0.054,0.0,0.0,0.039679645194890804,0.8799914684168684,0.0,0.0,0.0,0.06599964268124414,0.0,1.7063166263415486e-05,3.573187558518807e-07
8.720888711996019e-11,0.05595639656,0.054,0.0,0.0,0.039676966080489144,0.8799901562473885,0.0,0.0,0.0,0.06599958790580242,0.0,1.9687505223370335e-05,4.1209419755783235e-07
9.88389673749033e-11,0.05595639656,0.054,0.0,0.0,0.039674287379904284,0.8799888442570427,0.0,0.0,0.0,0.06599953318590908,0.0,2.2311485914867053e-05,4.6681409091931794e-07
9.999999999999999e-11,0.05595639656,0.054,0.0,0.0,0.03967401998754293,0.879988713290686,0.0,0.0,0.0,0.0659995277262615,0.0,2.2573418628666822e-05,4.722737384780989e-07
1.2209912788478952e-10,0.05595639656,0.054,0.0,0.0,0.03966893121965154,0.8799862208135936,0.0,0.0,0.0,0.06599942391255487,0.0,2.7558372813415403e-05,5.760874451165636e-07
1.4535928839467574e-10,0.05595639656,0.054,0.0,0.0,0.039663576713066494,0.8799835980862,0.0,0.0,0.0,0.06599931486075702,0.0,3.280382760062578e-05,6.851392429546659e-07
1.6861944890456196e-10,0.05595639656,0.054,0.0,0.0,0.03965822385908433,0.8799809760745415,0.0,0.0,0.0,0.06599920603009184,0.0,3.8047850917593e-05,7.939699081382426e-07
1.9187960941444818e-10,0.05595639656,0.054,0.0,0.0,0.03965287265664156,0.8799783547782979,0.0,0.0,0.0,0.0659990974201364,0.0,4.3290443404942314e-05,9.025798635672013e-07
2.151397699243344e-10,0.05595639656,0.054,0.0,0.0,0.039647523104675904,0.879975734197149,0.0,0.0,0.0,0.06599898903046864,0.0,4.853160570283008e-05,1.0109695313384731e-06
2.3839993043422063e-10,0.05595639656,0.054,0.0,0.0,0.039642175202126366,0.8799731143307749,0.0,0.0,0.0,0.06599888086066724,0.0,5.377133845094456e-05,1.119139332747574e-06
2.8492025145399307e-10,0.05595639656,0.054,0.0,0.0,0.03963148434103814,0.8799678767410731,0.0,0.0,0.0,0.06599866517898231,0.0,6.42465178542684e-05,1.3348210176626792e-06
3.314405724737655e-10,0.05595639656,0.054,0.0,0.0,0.03962080006491429,0.879962642006639,0.0,0.0,0.0,0.06599845037172729,0.0,7.47159867230756e-05,1.5496282727046793e-06
3.7796089349353796e-10,0.05595639656,0.054,0.0,0.0,0.03961012236531246,0.8799574101249213,0.0,0.0,0.0,0.06599823643556042,0.0,8.517975015807076e-05,1.7635644395387335e-06
4.244812145133104e-10,0.05595639656,0.054,0.0,0.0,0.0395994512338104,0.8799521810933741,0.0,0.0,0.0,0.06599802336715282,0.0,9.563781325251861e-05,1.976632847151035e-06
4.710015355330829e-10,0.05595639656,0.054,0.0,0.0,0.03958878666200591,0.8799469549094544,0.0,0.0,0.0,0.06599781116318809,0.0,0.00010609018109226188,2.1888368118969494e-06
5.640421775726278e-10,0.05595639656,0.054,0.0,0.0,0.03956747716398072,0.8799365110743436,0.0,0.0,0.0,0.06599738933538463,0.0,0.0001269778513140002,2.6106646153440867e-06
6.570828196121727e-10,0.05595639656,0.054,0.0,0.0,0.03954619380441789,0.8799260785993193,0.0,0.0,0.0,0.06599697092587004,0.0,0.00014784280136225026,3.0290741299228674e-06
7.501234616517176e-10,0.05595639656,0.054,0.0,0.0,0.03952493651681511,0.8799156574641713,0.0,0.0,0.0,0.06599655590856336,0.0,0.00016868507165833594,3.444091436629468e-06
8.431641036912624e-10,0.05595639656,0.054,0.0,0.0,0.03950370523498466,0.8799052476487473,0.0,0.0,0.0,0.06599614425758107,0.0,0.00018950470250649016,3.855742418918508e-06
9.362047457308073e-10,0.05595639656,0.054,0.0,0.0,0.03948249989305146,0.8798948491329532,0.0,0.0,0.0,0.06599573594723579,0.0,0.00021030173409440183,4.26405276419682e-06
9.999999999999999e-10,0.05595639656,0.054,0.0,0.0,0.03946797496557603,0.8798877256937706,0.0,0.0,0.0,0.06599545789812529,0.0,0.00022454861245936516,4.542101874662796e-06
1.0292453877703523e-09,0.05595639656,0.054,0.0,0.0,0.039461320425450995,0.8798844618967535,0.0,0.0,0.0,0.06599533095203466,0.0,0.0002310762064937597,4.669047965306577e-06
1.1222860298098973e-09,0.05595639656,0.054,0.0,0.0,0.03944016676692727,0.8798740859201699,0.0,0.0,0.0,0.06599492924667798,0.0,0.00025182815966079224,5.0707533219973815e-06
1.2153266718494423e-09,0.05595639656,0.054,0.0,0.0,0.03941903885253086,0.879863721183282,0.0,0.0,0.0,0.0659945308060576,0.0,0.00027255763343680386,5.469193942386995e-06
1.3083673138889873e-09,0.05595639656,0.054,0.0,0.0,0.03939793661761694,0.8798533676662262,0.0,0.0,0.0,0.06599413560525558,0.0,0.0002932646675487075,5.86439474441081e-06
1.4014079559285323e-09,0.05595639656,0.054,0.0,0.0,0.03937685999784324,0.8798430253491958,0.0,0.0,0.0,0.06599374361954273,0.0,0.00031394930160955385,6.256380457260362e-06
1.4944485979680773e-09,0.05595639656,0.054,0.0,0.0,0.03935580892916819,0.879832694212441,0.0,0.0,0.0,0.06599335482437717,0.0,0.00033461157511905786,6.645175622811118e-06
1.5874892400076223e-09,0.05595639656,0.054,0.0,0.0,0.0393347833478489,0.8798223742362684,0.0,0.0,0.0,0.06599296919540296,0.0,0.00035525152746412083,7.030804597039456e-06
1.6805298820471672e-09,0.05595639656,0.054,0.0,0.0,0.03931378319043927,0.8798120654010408,0.0,0.0,0.0,0.06599258670844856,0.0,0.0003758691979193499,7.413291551428928e-06
1.7735705240867122e-09,0.05595639656,0.054,0.0,0.0,0.039292808393788126,0.8798017676871769,0.0,0.0,0.0,0.06599220733952563,0.0,0.0003964646256475738,7.79266047436581e-06
1.866611166126257e-09,0.05595639656,0.054,0.0,0.0,0.03927185889503718,0.8797914810751504,0.0,0.0,0.0,0.06599183106482746,0.0,0.00041703784970035525,8.168935172524141e-06
1.959651808165802e-09,0.05595639656,0.054,0.0,0.0,0.039250934631619314,0.8797812055454912,0.0,0.0,0.0,0.06599145786072773,0.0,0.0004375889090185001,8.542139272240281e-06
2.0526924502053466e-09,0.05595639656,0.054,0.0,0.0,0.03923003554125662,0.8797709410787844,0.0,0.0,0.0,0.0659910877037791,0.0,0.0004581178424325639,8.912296220877097e-06
2.1457330922448914e-09,0.05595639656,0.054,0.0,0.0,0.03920916156195852,0.879760687655669,0.0,0.0,0.0,0.06599072057071179,0.0,0.0004786246886633539,9.279429288177806e-06
2.238773734284436e-09,0.05595639656,0.054,0.0,0.0,0.03918831263202001,0.8797504452568392,0.0,0.0,0.0,0.06599035643843237,0.0,0.000499109486322429,9.643561567609606e-06
2.331814376323981e-09,0.05595639656,0.054,0.0,0.0,0.039167488690019764,0.8797402138630442,0.0,0.0,0.0,0.06598999528402229,0.0,0.0005195722739125959,1.000471597769709e-05
2.4248550183635257e-09,0.05595639656,0.054,0.0,0.0,0.03914668967481831,0.8797299934550864,0.0,0.0,0.0,0.06598963708473664,0.0,0.0005400130898284022,1.0362915263345652e-05
2.5178956604030705e-09,0.05595639656,0.054,0.0,0.0,0.039125915525556276,0.8797197840138221,0.0,0.0,0.0,0.06598928181800284,0.0,0.0005604319723566267,1.0718181997154816e-05
2.6109363024426153e-09,0.05595639656,0.054,0.0,0.0,0.039105166181652565,0.8797095855201622,0.0,0.0,0.0,0.06598892946141927,0.0,0.0005808289596767657,1.1070538580721675e-05
2.70397694448216e-09,0.05595639656,0.054,0.0,0.0,0.03908444158280261,0.8796993979550699,0.0,0.0,0.0,0.06598857999275407,0.0,0.000601204089861518,1.142000724593447e-05
2.797017586521705e-09,0.05595639656,0.054,0.0,0.0,0.03906374166897655,0.879689221299562,0.0,0.0,0.0,0.06598823338994374,0.0,0.0006215574008772633,1.1766610056256345e-05
2.8900582285612496e-09,0.05595639656,0.054,0.0,0.0,0.039043066380417525,0.8796790555347084,0.0,0.0,0.0,0.06598788963109196,0.0,0.0006418889305845429,1.211036890799945e-05
2.9830988706007944e-09,0.05595639656,0.054,0.0,0.0,0.03902241565763995,0.8796689006416313,0.0,0.0,0.0,0.06598754869446838,0.0,0.0006621987167385314,1.2451305531589381e-05
3.076139512640339e-09,0.05595639656,0.054,0.0,0.0,0.03900178944142773,0.8796587566015058,0.0,0.0,0.0,0.06598721055850718,0.0,0.0006824867969895107,1.2789441492820039e-05
3.169180154679884e-09,0.05595639656,0.054,0.0,0.0,0.03898118767283262,0.8796486233955589,0.0,0.0,0.0,0.06598687520180589,0.0,0.0007027532088833374,1.3124798194099026e-05
3.2622207967194288e-09,0.05595639656,0.054,0.0,0.0,0.03896061029317247,0.8796385010050696,0.0,0.0,0.0,0.06598654260312428,0.0,0.0007229979898619087,1.3457396875683628e-05
3.3552614387589735e-09,0.05595639656,0.054,0.0,0.0,0.03894005724402952,0.8796283894113689,0.0,0.0,0.0,0.06598621274138307,0.0,0.0007432211772636243,1.378725861690742e-05
3.4483020807985183e-09,0.05595639656,0.054,0.0,0.0,0.03891952846724882,0.8796182885958387,0.0,0.0,0.0,0.06598588559566258,0.0,0.0007634228083238488,1.411440433739762e-05
3.541342722838063e-09,0.05595639656,0.054,0.0,0.0,0.03889902390493641,0.879608198539913,0.0,0.0,0.0,0.0659855611452017,0.0,0.000783602920175366,1.4438854798283222e-05
3.634383364877608e-09,0.05595639656,0.054,0.0,0.0,0.03887854349945783,0.8795981192250761,0.0,0.0,0.0,0.06598523936939658,0.0,0.0008037615498488343,1.4760630603394004e-05
3.727424006917153e-09,0.05595639656,0.054,0.0,0.0,0.03885808719343638,0.8795880506328639,0.0,0.0,0.0,0.06598492024779955,0.0,0.000823898734273237,1.5079752200450455e-05
3.8204646489566975e-09,0.05595639656,0.054,0.0,0.0,0.038837654929751476,0.8795779927448625,0.0,0.0,0.0,0.06598460376011774,0.0,0.0008440145102763321,1.5396239882244717e-05
3.913505290996242e-09,0.05595639656,0.054,0.0,0.0,0.03881724665153716,0.879567945542708,0.0,0.0,0.0,0.06598428988621217,0.0,0.0008641089145850968,1.571011378781258e-05
4.006545933035787e-09,0.05595639656,0.054,0.0,0.0,0.038796862302180296,0.8795579090080875,0.0,0.0,0.0,0.06598397860609638,0.0,0.0008841819838261705,1.602139390359666e-05
4.099586575075332e-09,0.05595639656,0.054,0.0,0.0,0.03877650182531916,0.8795478831227375,0.0,0.0,0.0,0.06598366989993537,0.0,0.0009042337545262952,1.6330100064600646e-05
4.1926272171148766e-09,0.05595639656,0.054,0.0,0.0,0.03875616516484176,0.8795378678684442,0.0,0.0,0.0,0.06598336374804444,0.0,0.0009242642631127529,1.6636251955535057e-05
4.285667859154421e-09,0.05595639656,0.054,0.0,0.0,0.03873585226488431,0.8795278632270437,0.0,0.0,0.0,0.06598306013088802,0.0,0.0009442735459137992,1.6939869111954065e-05
4.378708501193966e-09,0.05595639656,0.054,0.0,0.0,0.03871556306982958,0.879517869180421,0.0,0.0,0.0,0.0659827590290786,0.0,0.0009642616391590962,1.7240970921383898e-05
4.471749143233511e-09,0.05595639656,0.054,0.0,0.0,0.038695297524305464,0.8795078857105105,0.0,0.0,0.0,0.06598246042337555,0.0,0.0009842285789801422,1.7539576624442695e-05
4.564789785273056e-09,0.05595639656,0.054,0.0,0.0,0.03867505557318342,0.8794979127992952,0.0,0.0,0.0,0.06598216429468404,0.0,0.001004174401410696,1.7835705315951773e-05
4.6578304273126005e-09,0.05595639656,0.054,0.0,0.0,0.03865483716157682,0.8794879504288069,0.0,0.0,0.0,0.06598187062405395,0.0,0.001024099142387203,1.812937594603864e-05
4.750871069352145e-09,0.05595639656,0.054,0.0,0.0,0.03863464223483962,0.8794779985811261,0.0,0.0,0.0,0.06598157939267874,0.0,0.0010440028377492166,1.8420607321231564e-05
4.84391171139169e-09,0.05595639656,0.054,0.0,0.0,0.03861447073856471,0.8794680572383806,0.0,0.0,0.0,0.06598129058189442,0.0,0.0010638855232398144,1.8709418105545916e-05
4.936952353431235e-09,0.05595639656,0.054,0.0,0.0,0.038594322618582484,0.8794581263827473,0.0,0.0,0.0,0.06598100417317841,0.0,0.0010837472345060167,1.8995826821562263e-05
5.02999299547078e-09,0.05595639656,0.054,0.0,0.0,0.038574197820959374,0.879448205996451,0.0,0.0,0.0,0.06598072014814844,0.0,0.0011035880070992003,1.927985185149635e-05
5.1230336375103244e-09,0.05595639656,0.054,0.0,0.0,0.0385540962919963,0.8794382960617629,0.0,0.0,0.0,0.0659804384885617,0.0,0.0011234078764755066,1.9561511438260928e-05
5.216074279549869e-09,0.05595639656,0.054,0.0,0.0,0.0385340179782273,0.8794283965610025,0.0,0.0,0.0,0.06598015917631345,0.0,0.0011432068779962535,1.9840823686519625e-05
5.309114921589414e-09,0.05595639656,0.054,0.0,0.0,0.038513962826418,0.8794185074765365,0.0,0.0,0.0,0.06597988219343622,0.0,0.001162985046928339,2.011780656373278e-05
5.402155563628959e-09,0.05595639656,0.054,0.0,0.0,0.038493930783564216,0.8794086287907782,0.0,0.0,0.0,0.06597960752209876,0.0,0.0011827424184446451,2.0392477901195424e-05
5.4951962056685035e-09,0.05595639656,0.054,0.0,0.0,0.03847392179689055,0.8793987604861881,0.0,0.0,0.0,0.06597933514460488,0.0,0.0012024790276244412,2.0664855395067357e-05
5.588236847708048e-09,0.05595639656,0.054,0.0,0.0,0.038453935813848886,0.8793889025452736,0.0,0.0,0.0,0.06597906504339257,0.0,0.0012221949094537777,2.0934956607395487e-05
5.681277489747593e-09,0.05595639656,0.054,0.0,0.0,0.03843397278211705,0.8793790549505875,0.0,0.0,0.0,0.06597879720103282,0.0,0.0012418900988258878,2.1202798967128407e-05
5.774318131787138e-09,0.05595639656,0.054,0.0,0.0,0.03841403264959736,0.8793692176847298,0.0,0.0,0.0,0.06597853160022883,0.0,0.0012615646305415775,2.1468399771123305e-05
5.867358773826683e-09,0.05595639656,0.054,0.0,0.0,0.03839411536441529,0.8793593907303457,0.0,0.0,0.0,0.0659782682238148,0.0,0.001281218539309617,2.173177618514524e-05
5.9603994158662275e-09,0.05595639656,0.054,0.0,0.0,0.038374220874918076,0.8793495740701269,0.0,0.0,0.0,0.0659780070547551,0.0,0.0013008518597471324,2.199294524485891e-05
6.053440057905772e-09,0.05595639656,0.054,0.0,0.0,0.03835434912967326,0.8793397676868107,0.0,0.0,0.0,0.06597774807614316,0.0,0.001320464626379989,2.225192385681287e-05
